N,P,K,temperature,humidity,ph,rainfall,label,state
45.86,26.03,52.45,28.18,64.01,6.47,58.09,groundnut,Tamil Nadu
39.92,22.78,40.02,32.88,65.1,7.28,97.09,groundnut,Karnataka
46.17,36.23,55.86,27.04,51.51,6.23,64.26,groundnut,Tamil Nadu
45.01,39.92,50.95,26.83,52.16,6.1,97.39,groundnut,Karnataka
42.46,26.68,45.35,32.82,68.06,7.11,59.37,groundnut,Karnataka
40.03,21.23,46.65,31.39,54.4,6.92,54.44,groundnut,Karnataka
34.08,24.95,42.36,30.55,63.64,7.05,65.88,groundnut,Andhra Pradesh
43.86,37.48,40.73,25.23,55.63,6.66,63.66,groundnut,Tamil Nadu
48.93,21.29,59.08,34.8,63.43,6.93,81.34,groundnut,Karnataka
33.94,28.9,43.96,28.24,60.07,6.42,88.18,groundnut,Karnataka
38.91,24.09,55.08,26.86,62.22,6.57,99.61,groundnut,Tamil Nadu
32.24,39.74,40.99,31.39,66.9,6.21,68.17,groundnut,Tamil Nadu
30.87,22.54,44.84,31.32,65.76,6.27,79.83,groundnut,Karnataka
39.97,29.56,57.4,27.1,68.08,6.39,56.64,groundnut,Andhra Pradesh
35.51,29.25,48.45,27.11,65.68,6.27,96.83,groundnut,Gujarat
31.25,29.36,42.3,28.02,69.69,6.87,89.18,groundnut,Tamil Nadu
32.93,25.1,40.28,33.66,54.04,6.52,56.45,groundnut,Andhra Pradesh
42.05,24.26,46.14,34.17,55.14,7.18,87.66,groundnut,Karnataka
42.6,32.14,46.12,31.62,54.01,7.36,60.22,groundnut,Andhra Pradesh
47.61,26.65,46.5,33.58,65.26,6.32,71.9,groundnut,Andhra Pradesh
32.37,35.21,53.93,28.44,64.78,6.26,64.11,groundnut,Andhra Pradesh
43.09,31.09,55.43,32.8,54.83,6.49,94.22,groundnut,Gujarat
43.41,30.51,58.31,26.38,69.04,6.09,75.12,groundnut,Tamil Nadu
35.03,28.23,53.08,33.71,66.53,6.8,97.8,groundnut,Andhra Pradesh
48.02,30.88,52.61,33.71,67.55,6.57,81.94,groundnut,Karnataka
37.74,29.67,47.39,30.08,61.14,6.75,96.87,groundnut,Andhra Pradesh
39.63,37.92,52.82,32.38,57.5,7.32,66.51,groundnut,Gujarat
42.96,24.33,58.0,31.3,56.55,6.21,61.65,groundnut,Tamil Nadu
43.4,25.43,42.76,33.85,54.73,6.81,97.61,groundnut,Tamil Nadu
35.22,35.4,59.25,31.3,66.61,6.87,55.12,groundnut,Andhra Pradesh
40.19,29.34,55.38,25.31,62.22,6.88,57.48,groundnut,Gujarat
42.41,35.01,51.57,31.43,50.95,6.16,90.93,groundnut,Andhra Pradesh
45.96,36.0,54.93,26.77,56.8,6.35,74.74,groundnut,Gujarat
44.55,33.63,56.72,27.5,64.84,7.15,58.78,groundnut,Karnataka
36.93,29.69,45.73,26.55,53.94,6.31,52.54,groundnut,Gujarat
47.3,29.35,52.35,29.73,54.02,6.3,86.21,groundnut,Andhra Pradesh
40.32,31.71,48.8,27.78,63.16,7.07,70.2,groundnut,Andhra Pradesh
48.95,25.83,45.07,30.9,59.44,6.72,93.72,groundnut,Gujarat
47.53,33.91,47.07,31.01,62.41,6.88,95.07,groundnut,Tamil Nadu
42.89,24.87,56.54,28.24,67.11,6.13,65.91,groundnut,Tamil Nadu
35.05,22.13,54.09,26.08,52.8,6.41,68.64,groundnut,Andhra Pradesh
34.36,28.23,51.59,34.06,51.01,6.93,56.48,groundnut,Andhra Pradesh
37.06,21.76,53.93,26.36,57.77,6.26,79.41,groundnut,Tamil Nadu
33.65,31.25,50.45,26.34,66.78,6.3,84.31,groundnut,Karnataka
34.82,22.67,40.82,31.89,64.39,7.24,88.71,groundnut,Gujarat
35.58,31.86,57.33,28.53,67.37,6.63,78.27,groundnut,Andhra Pradesh
48.69,37.16,47.42,28.03,56.61,6.48,74.68,groundnut,Karnataka
38.06,26.76,46.48,32.43,56.22,6.15,55.26,groundnut,Andhra Pradesh
41.06,36.19,57.05,28.27,67.46,6.85,61.11,groundnut,Andhra Pradesh
37.45,21.51,54.24,28.18,66.97,7.41,82.72,groundnut,Andhra Pradesh
31.04,39.62,55.47,30.56,54.93,7.07,72.0,groundnut,Tamil Nadu
45.82,31.75,53.84,30.38,65.11,7.46,64.29,groundnut,Andhra Pradesh
48.69,29.86,52.33,28.57,60.96,6.61,92.11,groundnut,Karnataka
31.27,28.94,45.27,26.07,55.96,6.05,76.01,groundnut,Gujarat
35.17,30.73,50.19,29.87,66.86,6.56,78.07,groundnut,Gujarat
36.0,23.27,48.68,26.65,54.23,6.32,81.61,groundnut,Tamil Nadu
49.45,31.97,41.53,27.24,61.16,6.03,87.88,groundnut,Tamil Nadu
38.93,24.14,45.43,31.86,62.89,6.64,90.74,groundnut,Karnataka
45.6,34.14,51.53,27.87,62.41,6.59,93.39,groundnut,Karnataka
43.03,36.08,56.13,31.28,69.29,6.29,69.72,groundnut,Karnataka
43.0,25.69,50.89,25.65,59.57,7.43,98.01,groundnut,Karnataka
38.1,34.38,51.25,33.14,57.32,7.11,99.92,groundnut,Tamil Nadu
30.58,38.02,52.32,27.04,65.3,7.17,57.67,groundnut,Tamil Nadu
46.79,28.62,54.21,26.78,51.51,6.68,75.01,groundnut,Gujarat
33.37,25.09,46.03,28.74,68.09,6.26,64.64,groundnut,Andhra Pradesh
34.14,31.32,47.99,28.6,58.88,6.43,82.12,groundnut,Karnataka
32.95,21.78,42.87,27.68,54.52,6.45,83.05,groundnut,Andhra Pradesh
44.01,26.92,57.24,25.86,56.85,7.36,91.31,groundnut,Tamil Nadu
46.11,32.2,43.71,32.87,64.21,6.25,67.06,groundnut,Tamil Nadu
47.46,20.01,55.94,26.13,50.36,7.17,80.62,groundnut,Gujarat
48.62,36.58,41.32,25.34,50.42,6.39,82.18,groundnut,Tamil Nadu
31.29,37.94,57.04,30.27,58.49,6.77,79.91,groundnut,Andhra Pradesh
48.47,31.41,49.21,29.24,55.94,7.13,98.86,groundnut,Gujarat
46.39,23.03,43.17,34.59,62.14,6.86,67.64,groundnut,Tamil Nadu
38.88,25.23,48.49,31.32,58.7,7.18,52.85,groundnut,Karnataka
34.59,21.46,44.58,25.86,57.12,6.03,54.29,groundnut,Andhra Pradesh
34.95,22.55,48.58,29.43,66.89,7.47,89.32,groundnut,Andhra Pradesh
38.67,31.3,43.71,26.52,68.06,6.65,85.92,groundnut,Tamil Nadu
38.94,21.74,43.29,26.09,56.0,6.25,89.98,groundnut,Gujarat
37.19,37.07,40.46,27.31,68.69,6.18,74.91,groundnut,Karnataka
30.46,31.1,46.45,34.59,67.55,6.46,60.83,groundnut,Karnataka
35.14,36.38,45.81,25.55,59.85,7.21,59.58,groundnut,Tamil Nadu
42.95,30.12,59.23,31.8,59.52,7.02,87.93,groundnut,Karnataka
37.79,25.27,49.84,32.87,58.02,6.58,61.92,groundnut,Gujarat
38.08,36.01,48.4,29.04,69.29,6.86,71.31,groundnut,Karnataka
36.55,31.1,43.12,30.12,65.83,6.75,81.34,groundnut,Karnataka
39.14,28.74,50.33,34.73,69.91,7.39,96.22,groundnut,Andhra Pradesh
35.27,27.28,59.01,30.99,69.92,7.43,89.57,groundnut,Gujarat
45.67,33.25,56.27,34.87,65.33,6.95,51.58,groundnut,Andhra Pradesh
46.59,36.25,58.08,34.18,54.05,6.69,78.22,groundnut,Tamil Nadu
44.78,20.36,47.55,26.64,60.52,7.33,55.34,groundnut,Karnataka
33.63,29.85,43.94,33.48,66.77,6.82,73.71,groundnut,Tamil Nadu
34.36,34.15,49.95,30.74,61.69,6.01,62.84,groundnut,Karnataka
33.02,36.45,54.41,32.99,55.05,7.0,68.58,groundnut,Gujarat
47.61,27.96,43.83,27.93,68.3,6.46,54.16,groundnut,Gujarat
41.11,27.26,48.11,28.07,54.58,6.07,88.49,groundnut,Tamil Nadu
38.05,30.38,56.13,30.24,67.66,7.16,82.77,groundnut,Karnataka
48.47,39.11,46.0,27.3,62.55,6.21,84.3,groundnut,Karnataka
36.92,22.58,46.01,31.48,67.72,7.03,97.62,groundnut,Andhra Pradesh
41.01,33.0,41.37,31.31,57.55,6.38,93.52,groundnut,Gujarat
45.38,20.91,57.32,34.82,62.14,6.14,53.85,groundnut,Karnataka
48.21,22.85,54.23,33.4,65.98,6.16,78.18,groundnut,Tamil Nadu
49.42,32.47,46.78,32.91,67.64,6.77,63.07,groundnut,Karnataka
31.56,26.16,46.17,31.35,64.25,6.37,92.57,groundnut,Gujarat
41.84,29.77,57.29,34.71,69.28,6.18,74.07,groundnut,Andhra Pradesh
41.08,33.05,41.14,26.17,64.44,7.46,69.75,groundnut,Karnataka
43.45,21.89,44.4,26.99,59.99,6.37,87.76,groundnut,Andhra Pradesh
37.61,32.1,41.72,29.39,53.89,6.53,53.72,groundnut,Andhra Pradesh
46.74,26.36,40.1,34.5,60.74,7.46,63.01,groundnut,Andhra Pradesh
46.35,28.88,43.78,26.07,53.39,7.1,72.19,groundnut,Gujarat
45.29,26.29,49.84,27.12,61.63,6.27,59.78,groundnut,Karnataka
44.43,29.34,58.32,30.33,69.65,6.44,73.69,groundnut,Karnataka
43.62,36.81,48.97,32.68,53.93,7.22,95.65,groundnut,Karnataka
41.25,35.88,59.98,33.59,59.7,6.81,88.63,groundnut,Andhra Pradesh
44.47,36.64,54.81,31.05,67.93,6.87,75.2,groundnut,Karnataka
49.73,25.04,58.53,32.06,64.44,6.08,68.77,groundnut,Andhra Pradesh
34.89,21.57,58.46,32.29,57.98,6.89,87.52,groundnut,Tamil Nadu
44.48,33.64,52.11,30.77,55.39,7.29,92.31,groundnut,Gujarat
36.28,22.78,48.14,29.69,59.06,6.82,93.42,groundnut,Andhra Pradesh
33.05,23.63,47.4,29.54,57.89,6.98,69.53,groundnut,Karnataka
43.3,23.26,48.85,29.62,62.66,6.74,50.12,groundnut,Tamil Nadu
38.94,23.45,58.6,25.38,69.16,6.28,88.31,groundnut,Karnataka
34.82,22.88,43.6,30.88,67.31,6.16,90.28,groundnut,Tamil Nadu
48.39,26.95,45.78,33.49,53.09,6.04,82.22,groundnut,Gujarat
45.3,38.35,46.52,32.35,56.93,6.11,70.47,groundnut,Karnataka
33.3,37.99,49.44,34.58,69.34,6.35,93.68,groundnut,Gujarat
44.53,32.62,41.96,33.6,60.39,6.58,74.61,groundnut,Andhra Pradesh
32.68,25.17,41.0,29.58,58.21,6.91,91.84,groundnut,Gujarat
40.16,32.94,47.71,27.74,61.15,6.16,65.33,groundnut,Karnataka
33.32,34.37,53.19,34.26,65.3,6.3,71.91,groundnut,Gujarat
41.59,24.62,59.43,26.81,66.75,7.29,59.88,groundnut,Tamil Nadu
31.27,33.66,45.57,34.65,55.66,6.11,89.53,groundnut,Karnataka
30.49,23.34,40.88,34.32,54.45,7.25,68.46,groundnut,Andhra Pradesh
39.06,22.67,49.41,34.75,55.03,6.77,98.95,groundnut,Karnataka
36.83,29.19,53.83,29.08,62.0,6.31,85.73,groundnut,Karnataka
33.69,21.69,42.18,26.94,58.6,6.69,77.3,groundnut,Tamil Nadu
43.38,26.93,54.84,31.91,58.03,6.79,71.56,groundnut,Gujarat
36.82,24.37,46.31,31.65,63.51,6.28,95.25,groundnut,Andhra Pradesh
42.99,27.88,53.97,29.22,62.81,6.19,57.48,groundnut,Tamil Nadu
41.86,32.85,57.55,32.83,65.54,6.14,82.24,groundnut,Gujarat
33.43,32.28,51.61,33.57,55.81,7.07,94.09,groundnut,Tamil Nadu
35.56,35.19,42.26,34.67,52.72,6.76,78.68,groundnut,Karnataka
33.17,34.63,53.02,28.23,55.26,7.09,60.75,groundnut,Gujarat
40.75,23.67,47.29,30.36,66.02,6.55,51.07,groundnut,Tamil Nadu
42.51,23.36,50.08,32.99,59.65,6.24,50.44,groundnut,Gujarat
32.29,32.37,50.35,31.33,58.01,6.52,89.84,groundnut,Tamil Nadu
37.04,29.92,53.9,28.76,66.38,6.23,95.39,groundnut,Gujarat
41.51,38.61,41.99,31.23,55.75,6.65,62.17,groundnut,Tamil Nadu
32.67,32.37,44.61,34.2,66.0,6.4,58.15,groundnut,Andhra Pradesh
41.64,36.52,58.6,31.97,58.24,7.37,78.68,groundnut,Gujarat
30.82,24.6,51.61,27.81,69.77,6.93,75.97,groundnut,Tamil Nadu
32.98,20.03,53.28,30.59,66.38,7.18,98.63,groundnut,Gujarat
36.28,23.57,58.55,31.32,53.06,6.28,64.33,groundnut,Andhra Pradesh
32.87,31.92,59.36,32.39,66.66,6.89,63.95,groundnut,Tamil Nadu
36.13,36.82,49.09,33.15,62.44,7.05,79.8,groundnut,Tamil Nadu
48.77,34.84,47.93,34.45,58.75,6.64,87.41,groundnut,Karnataka
45.6,36.92,59.54,27.97,66.79,6.75,87.81,groundnut,Tamil Nadu
46.64,32.75,42.61,31.27,60.31,6.29,55.1,groundnut,Andhra Pradesh
45.15,29.78,41.05,32.12,65.62,6.15,88.58,groundnut,Andhra Pradesh
39.75,28.68,43.41,34.52,54.15,6.04,98.19,groundnut,Karnataka
45.41,32.59,47.33,33.86,63.25,6.82,88.97,groundnut,Tamil Nadu
42.96,22.91,50.88,26.32,53.64,7.0,51.48,groundnut,Karnataka
46.59,29.08,53.67,28.0,63.86,6.12,51.75,groundnut,Gujarat
43.33,25.74,53.53,30.91,63.69,6.48,88.31,groundnut,Tamil Nadu
38.48,21.12,51.52,29.42,55.4,6.13,61.13,groundnut,Gujarat
31.27,26.71,44.07,32.47,50.35,6.57,65.23,groundnut,Gujarat
41.27,33.84,54.86,32.39,60.76,7.04,58.85,groundnut,Gujarat
31.34,34.74,52.79,28.05,69.59,6.03,57.04,groundnut,Gujarat
31.17,32.51,49.74,28.03,65.07,6.93,85.66,groundnut,Gujarat
42.61,34.26,57.32,26.57,56.56,7.34,98.35,groundnut,Gujarat
30.66,21.75,44.73,32.38,64.46,7.29,93.9,groundnut,Gujarat
35.01,33.03,40.65,26.64,55.11,6.35,99.04,groundnut,Tamil Nadu
37.7,37.67,50.18,30.57,62.86,6.42,84.32,groundnut,Andhra Pradesh
45.59,26.28,49.82,31.19,67.42,7.16,91.28,groundnut,Karnataka
48.63,31.02,59.81,25.11,64.55,6.93,78.05,groundnut,Andhra Pradesh
46.2,37.06,42.2,27.43,56.92,6.49,83.71,groundnut,Tamil Nadu
46.06,22.11,54.24,33.05,57.79,6.6,99.62,groundnut,Karnataka
46.68,28.97,49.14,32.55,54.2,6.26,94.58,groundnut,Tamil Nadu
49.52,32.81,42.16,30.5,66.9,6.15,79.6,groundnut,Gujarat
32.22,28.9,57.86,32.48,62.7,6.99,71.69,groundnut,Karnataka
46.68,24.79,54.69,26.19,56.65,6.68,71.37,groundnut,Karnataka
32.71,34.05,51.73,31.82,66.55,6.25,87.52,groundnut,Gujarat
48.2,35.01,40.56,33.18,50.21,6.58,71.74,groundnut,Tamil Nadu
32.5,27.07,50.32,28.33,58.94,6.25,93.69,groundnut,Gujarat
42.89,32.26,40.83,27.3,66.35,6.32,82.86,groundnut,Karnataka
34.66,31.83,57.23,31.92,52.39,6.06,68.57,groundnut,Andhra Pradesh
30.39,23.49,46.82,32.77,51.16,7.39,63.83,groundnut,Tamil Nadu
33.73,23.82,57.46,29.7,54.33,6.64,70.16,groundnut,Karnataka
43.43,28.2,52.94,26.7,53.27,6.39,99.84,groundnut,Andhra Pradesh
38.24,39.15,41.77,29.8,56.93,6.7,60.99,groundnut,Tamil Nadu
48.99,22.36,44.97,25.97,61.91,6.59,67.13,groundnut,Tamil Nadu
30.25,35.22,53.55,26.69,54.58,7.28,61.99,groundnut,Tamil Nadu
42.76,31.18,52.62,26.87,54.96,6.47,77.75,groundnut,Gujarat
38.58,35.51,46.87,30.37,55.44,6.68,96.52,groundnut,Karnataka
48.92,24.85,50.65,29.42,61.87,6.17,64.43,groundnut,Gujarat
38.0,20.52,58.42,33.09,68.58,7.15,69.59,groundnut,Andhra Pradesh
39.81,27.6,43.33,28.59,62.15,7.21,80.89,groundnut,Karnataka
40.89,38.83,45.51,33.3,56.99,7.48,63.1,groundnut,Tamil Nadu
47.63,34.12,44.0,30.05,59.85,6.31,90.71,groundnut,Tamil Nadu
33.72,31.94,52.5,25.32,62.83,6.04,70.17,groundnut,Gujarat
44.84,23.12,57.45,26.23,60.64,7.3,73.01,groundnut,Andhra Pradesh
46.94,24.14,52.22,33.45,69.16,6.19,62.85,groundnut,Andhra Pradesh
44.54,26.97,49.41,29.19,65.85,6.57,79.37,groundnut,Tamil Nadu
33.55,34.67,51.97,32.05,65.31,6.97,52.71,groundnut,Karnataka
48.33,39.22,55.59,28.61,50.19,6.82,50.2,groundnut,Karnataka
41.11,20.76,44.54,30.32,53.66,6.12,59.94,groundnut,Tamil Nadu
38.45,33.87,44.4,25.14,55.07,7.09,51.08,groundnut,Tamil Nadu
43.8,24.45,42.9,27.38,64.06,7.38,87.9,groundnut,Karnataka
41.86,33.88,59.04,34.2,61.97,6.41,81.07,groundnut,Tamil Nadu
33.79,30.18,47.14,34.54,56.0,7.28,74.48,groundnut,Gujarat
30.66,33.28,47.56,31.68,55.86,6.46,88.79,groundnut,Gujarat
44.48,27.34,48.75,33.98,56.52,6.16,74.59,groundnut,Karnataka
48.46,22.0,58.03,33.31,69.24,7.24,55.57,groundnut,Tamil Nadu
41.28,37.49,56.98,30.5,54.71,6.9,88.63,groundnut,Karnataka
41.61,27.74,50.41,27.08,68.62,7.47,92.89,groundnut,Tamil Nadu
32.57,32.18,51.03,28.98,66.4,6.05,65.42,groundnut,Gujarat
36.02,24.7,57.12,33.89,50.99,6.5,90.94,groundnut,Gujarat
46.49,22.54,50.93,33.61,67.57,6.89,77.31,groundnut,Gujarat
37.2,26.54,43.86,28.71,60.37,7.12,51.74,groundnut,Karnataka
40.79,27.5,57.94,34.01,62.22,7.01,94.93,groundnut,Andhra Pradesh
40.93,37.51,49.51,30.57,55.48,6.07,63.7,groundnut,Andhra Pradesh
46.3,31.05,51.39,31.05,64.45,6.94,83.88,groundnut,Gujarat
30.67,31.46,57.86,26.99,54.55,6.17,58.33,groundnut,Gujarat
43.74,31.93,49.44,28.03,50.94,7.44,74.48,groundnut,Andhra Pradesh
33.84,26.78,53.36,27.77,66.03,7.41,80.02,groundnut,Andhra Pradesh
39.05,36.24,57.91,32.24,53.41,6.75,88.21,groundnut,Gujarat
31.85,28.28,53.88,25.02,59.11,6.75,70.3,groundnut,Gujarat
35.25,28.94,49.71,29.58,56.82,7.31,86.31,groundnut,Andhra Pradesh
46.21,32.12,45.24,30.96,67.12,6.22,57.38,groundnut,Gujarat
39.81,27.23,42.86,30.58,51.06,6.76,63.91,groundnut,Tamil Nadu
45.68,20.77,47.2,32.14,69.18,6.76,68.65,groundnut,Andhra Pradesh
47.72,32.94,40.9,32.85,65.31,7.24,83.72,groundnut,Andhra Pradesh
39.43,21.48,51.94,30.49,66.22,6.56,76.93,groundnut,Gujarat
46.86,23.74,52.36,25.43,65.64,7.35,52.34,groundnut,Andhra Pradesh
34.06,32.16,44.65,28.15,50.91,7.01,69.64,groundnut,Andhra Pradesh
42.67,25.15,44.49,25.22,62.5,7.08,79.4,groundnut,Gujarat
42.14,29.24,42.11,25.67,59.45,6.56,84.21,groundnut,Gujarat
32.55,33.72,43.35,29.63,52.58,6.32,71.0,groundnut,Tamil Nadu
46.67,23.97,58.84,27.6,61.27,7.28,83.13,groundnut,Tamil Nadu
46.48,30.73,42.95,30.94,65.56,6.7,64.21,groundnut,Karnataka
34.43,25.07,48.82,33.03,63.06,6.3,80.06,groundnut,Andhra Pradesh
40.16,20.16,52.87,32.66,57.77,6.29,62.87,groundnut,Gujarat
41.8,31.44,52.93,33.9,50.01,6.41,96.11,groundnut,Karnataka
42.12,28.56,54.65,33.22,64.96,6.63,91.8,groundnut,Andhra Pradesh
36.25,37.26,56.14,34.64,59.24,6.45,69.0,groundnut,Andhra Pradesh
41.43,33.52,43.73,25.23,56.13,6.9,54.47,groundnut,Karnataka
47.46,36.7,51.15,33.5,57.78,7.1,89.79,groundnut,Andhra Pradesh
35.02,25.55,41.93,32.17,55.99,6.4,59.19,groundnut,Andhra Pradesh
35.18,31.57,58.82,31.5,53.85,6.76,83.9,groundnut,Karnataka
32.75,21.37,59.59,28.13,54.37,6.58,86.42,groundnut,Gujarat
38.77,38.67,50.34,33.27,52.88,6.65,69.64,groundnut,Tamil Nadu
45.97,31.37,49.83,28.09,54.96,6.68,97.74,groundnut,Andhra Pradesh
39.76,32.48,52.09,31.71,64.03,7.32,87.57,groundnut,Tamil Nadu
40.96,25.51,51.8,29.75,65.61,7.03,82.14,groundnut,Gujarat
34.38,34.31,47.36,33.16,60.91,6.12,61.77,groundnut,Tamil Nadu
48.0,39.73,51.82,31.74,66.86,6.76,72.0,groundnut,Karnataka
44.5,29.79,52.89,32.45,54.39,7.47,91.63,groundnut,Andhra Pradesh
40.19,23.11,43.29,25.73,65.32,7.13,65.96,groundnut,Gujarat
45.87,26.38,56.61,25.28,63.24,7.45,53.73,groundnut,Tamil Nadu
49.51,39.87,54.35,31.87,58.96,6.05,54.07,groundnut,Karnataka
40.97,23.02,50.45,30.72,69.99,7.13,52.71,groundnut,Tamil Nadu
38.66,28.1,56.93,25.4,62.21,6.76,79.41,groundnut,Andhra Pradesh
38.63,22.64,43.41,31.04,63.44,6.33,57.73,groundnut,Andhra Pradesh
43.17,36.24,43.21,25.56,69.68,6.54,53.9,groundnut,Gujarat
59.06,57.0,32.3,29.8,64.7,6.9,147.0,soybean,Rajasthan
32.11,57.35,25.79,29.91,61.02,6.76,77.35,soybean,Maharashtra
30.91,50.4,39.33,29.23,78.39,6.76,81.75,soybean,Madhya Pradesh
57.89,59.37,24.79,28.77,74.8,6.46,75.75,soybean,Rajasthan
54.62,59.89,26.89,27.3,65.16,6.02,138.55,soybean,Madhya Pradesh
54.95,43.82,28.78,29.47,66.31,6.56,105.51,soybean,Rajasthan
55.8,46.69,20.48,29.46,68.19,6.19,96.69,soybean,Maharashtra
39.79,58.35,22.39,26.78,61.72,6.53,98.05,soybean,Maharashtra
46.71,46.15,36.09,26.0,69.86,6.37,103.05,soybean,Maharashtra
37.31,44.44,20.06,27.02,65.05,6.47,122.2,soybean,Madhya Pradesh
59.09,43.05,39.31,27.45,66.98,6.97,96.15,soybean,Rajasthan
57.47,46.64,39.67,26.24,65.89,6.13,125.17,soybean,Maharashtra
47.01,52.79,23.49,27.6,72.84,6.38,83.2,soybean,Rajasthan
48.87,42.58,35.11,26.17,74.52,6.51,95.62,soybean,Madhya Pradesh
35.16,58.41,31.03,26.97,73.57,6.88,77.13,soybean,Maharashtra
41.61,57.96,33.25,25.28,77.05,6.24,107.03,soybean,Maharashtra
46.29,44.46,33.38,25.7,79.3,6.26,144.5,soybean,Rajasthan
39.91,44.85,26.76,27.19,77.24,6.8,127.64,soybean,Maharashtra
33.51,49.68,27.17,28.75,67.81,6.01,106.65,soybean,Rajasthan
32.58,53.55,23.53,27.91,60.41,6.84,144.78,soybean,Madhya Pradesh
38.32,55.03,30.63,29.77,61.9,6.96,96.09,soybean,Madhya Pradesh
41.5,42.26,21.83,26.14,69.5,6.1,90.37,soybean,Rajasthan
51.43,44.97,21.21,26.31,77.54,6.05,130.44,soybean,Rajasthan
43.03,43.66,22.96,25.97,69.68,6.1,75.97,soybean,Madhya Pradesh
43.22,57.56,26.82,29.66,69.18,6.82,147.65,soybean,Rajasthan
58.42,49.36,39.72,25.96,68.38,6.77,119.8,soybean,Rajasthan
33.05,47.02,33.2,27.48,76.52,6.1,78.36,soybean,Rajasthan
40.55,55.75,24.88,28.91,60.05,7.0,143.09,soybean,Maharashtra
42.06,41.79,38.32,26.03,75.73,6.58,79.21,soybean,Maharashtra
59.49,48.97,29.0,29.75,68.22,6.42,143.03,soybean,Madhya Pradesh
35.74,40.03,33.38,28.17,77.63,6.82,147.96,soybean,Madhya Pradesh
56.41,57.82,35.58,26.05,71.02,6.97,135.19,soybean,Maharashtra
59.34,58.0,23.51,28.89,76.05,6.13,86.64,soybean,Rajasthan
34.61,52.97,34.83,25.21,71.53,6.67,144.88,soybean,Madhya Pradesh
36.78,52.08,31.88,27.22,64.54,6.03,130.91,soybean,Maharashtra
44.51,59.47,38.57,25.39,60.9,6.75,129.65,soybean,Madhya Pradesh
58.39,47.2,38.27,25.2,60.87,6.62,105.33,soybean,Madhya Pradesh
31.96,53.03,22.19,28.13,73.0,6.24,98.04,soybean,Maharashtra
47.13,56.46,37.1,26.33,69.2,6.5,105.66,soybean,Maharashtra
45.89,45.36,22.52,25.53,72.85,6.07,118.39,soybean,Rajasthan
32.76,53.57,34.51,28.64,70.98,6.73,93.52,soybean,Madhya Pradesh
51.66,50.38,33.68,26.48,61.91,6.08,93.27,soybean,Rajasthan
36.52,59.16,24.62,26.28,73.32,6.92,145.34,soybean,Maharashtra
53.22,57.45,22.75,28.47,74.85,6.85,118.01,soybean,Madhya Pradesh
44.18,54.33,26.5,25.86,76.71,6.27,143.93,soybean,Madhya Pradesh
54.56,48.99,26.36,26.85,69.95,6.05,77.86,soybean,Maharashtra
46.7,46.28,31.58,25.11,76.03,6.09,113.34,soybean,Rajasthan
46.64,51.13,38.35,29.49,72.77,6.27,128.74,soybean,Maharashtra
42.0,43.0,36.15,26.9,76.53,6.88,90.0,soybean,Madhya Pradesh
50.23,58.78,35.29,28.01,76.04,6.5,141.03,soybean,Madhya Pradesh
36.29,58.34,20.61,27.79,73.04,6.18,116.41,soybean,Rajasthan
39.56,57.27,36.01,29.54,76.91,6.75,122.22,soybean,Madhya Pradesh
52.6,58.45,20.49,27.3,70.95,6.76,91.31,soybean,Madhya Pradesh
40.25,58.36,21.49,29.06,75.98,6.6,127.13,soybean,Maharashtra
48.22,45.74,22.34,26.74,63.5,6.42,112.92,soybean,Madhya Pradesh
38.9,42.56,39.07,29.61,71.67,6.97,95.37,soybean,Madhya Pradesh
59.97,45.87,23.51,25.02,63.9,6.82,87.74,soybean,Maharashtra
59.37,58.86,27.6,27.86,61.77,6.41,113.41,soybean,Rajasthan
36.9,56.03,32.75,26.21,63.66,6.16,141.09,soybean,Maharashtra
59.9,45.6,24.31,28.91,62.57,6.23,105.94,soybean,Maharashtra
37.72,55.68,23.02,29.94,64.56,6.02,99.42,soybean,Rajasthan
45.21,57.42,26.18,28.45,76.5,6.93,134.21,soybean,Rajasthan
34.2,51.67,35.85,28.26,67.45,6.18,96.6,soybean,Rajasthan
48.17,45.9,38.05,28.08,74.27,6.97,138.88,soybean,Madhya Pradesh
56.57,43.84,34.09,25.69,74.26,6.52,99.41,soybean,Maharashtra
58.5,51.75,22.0,29.93,69.95,6.23,99.73,soybean,Rajasthan
37.36,42.5,21.79,27.23,75.04,6.79,130.3,soybean,Rajasthan
51.69,57.09,35.67,27.2,64.5,6.46,130.58,soybean,Rajasthan
58.45,59.02,37.09,27.84,62.48,6.27,115.63,soybean,Madhya Pradesh
36.99,43.54,31.17,27.46,60.76,6.23,88.59,soybean,Rajasthan
54.77,47.31,31.33,28.62,66.32,6.06,114.76,soybean,Maharashtra
48.18,49.5,38.81,29.69,72.19,6.94,134.71,soybean,Maharashtra
43.14,53.75,25.19,26.04,64.31,6.92,147.9,soybean,Madhya Pradesh
35.03,50.65,30.79,27.9,70.92,6.13,83.02,soybean,Rajasthan
53.19,48.36,28.18,29.54,75.35,6.35,137.74,soybean,Maharashtra
47.21,49.36,23.19,28.51,66.35,6.21,80.62,soybean,Madhya Pradesh
45.26,48.21,26.65,27.38,65.32,6.67,118.38,soybean,Maharashtra
36.24,48.96,24.35,25.39,77.08,6.1,93.86,soybean,Madhya Pradesh
40.1,46.91,20.54,28.84,62.39,6.45,96.83,soybean,Rajasthan
34.72,49.57,31.58,26.79,60.57,6.47,142.43,soybean,Maharashtra
