state,crop,N,P,K,ph,rainfall_2025_mm,temp_2025_C,pesticide_2025_kg_ha,yield_2025_t_ha
Arunachal Pradesh,groundnut,27.88,30.22,54.06,5.52,824.27,32.26,0.379,2.481
Telangana,sugarcane,156.6,57.14,122.32,6.34,932.61,25.32,1.638,59.55
Jharkhand,coffee,47,24.2,55.22,6.03,2105.45,24.73,0.807,2.583
Jharkhand,mango,60.64,56.83,129.79,6.11,1228.91,23.28,0.362,21.465
Tripura,tea,46.81,33.7,31.67,5.53,1638.85,22.35,0.397,1.57
Jharkhand,tomato,102,43.21,82.31,6.55,1188.06,30.7,1.272,38.587
Himachal Pradesh,tea,34.27,28.93,41.8,5.07,2418.95,20.78,0.86,2.509
Uttar Pradesh,soybean,43.22,38.59,24.39,6.29,853.09,21.65,0.63,3.008
Madhya Pradesh,soybean,37.82,46.11,26.29,6.78,884.78,23.07,0.226,3.117
Haryana,maize,73.66,41.99,35.26,5.51,651.75,18.66,0.114,2.938
Haryana,wheat,60.82,31.1,38.56,6.06,376.32,11.49,0.551,3.761
Maharashtra,tea,55.31,26.38,51.62,4.94,3411.95,17.04,1.17,3.585
Punjab,maize,88.78,34.27,24.92,5.72,829.48,22.43,0.435,2.944
Kerala,tomato,126.91,65.56,127.24,6.09,1218.49,21.88,1.74,87.23
Andhra Pradesh,groundnut,29.81,22.55,54.41,5.9,506.03,31.24,0.591,1.444
Andhra Pradesh,tea,50.89,26.1,55.53,5.76,2180.11,21.12,0.233,2.678
Tamil Nadu,coffee,63.14,45.68,62.4,6.14,1288.85,24.02,0.806,1.908
Jharkhand,groundnut,31.26,31.72,69.31,7.41,598.47,30.83,0.487,2.609
West Bengal,coffee,36.27,27.27,46.62,6.09,1989.34,27.52,1.06,2.226
Assam,soybean,41.39,47.71,29.78,7.08,832.94,27.77,0.576,1.266
Goa,millet,29.94,26.59,27.78,7.11,477.64,27.56,0.213,1.497
Maharashtra,rice,101.45,46.77,37.64,6.05,1236.74,31.99,1.14,5.198
Sikkim,cotton,96.9,36.07,51.32,7.56,863.98,31.83,1.804,1.585
Tamil Nadu,tea,40.7,34.38,42.48,5.17,2051.05,23.79,0.709,2.099
Assam,rice,104.78,33.11,55.1,5.62,1128.36,22.16,1.284,5.721
Haryana,cotton,82.41,39.06,93.78,7.18,457.56,30.24,0.551,0.709
Himachal Pradesh,coffee,32.84,35.21,33.32,5.94,3298.22,26.35,0.536,2.522
Punjab,cotton,79.66,37.03,99.6,6.47,434.06,27.58,0.619,1.317
Meghalaya,coffee,62.63,38.8,32.36,6.25,1662.09,23.66,1.065,0.863
Madhya Pradesh,pulses,33.14,44.15,20.81,6.28,631.33,28.17,0.062,0.641
Rajasthan,pulses,25.06,42.07,32.11,6.09,435.14,25.02,0.122,1.303
West Bengal,potato,159.87,40.74,139.61,5.69,1252.27,13.63,0.334,41.419
Rajasthan,millet,44.34,28.65,24.73,7.68,227.42,34.55,0.11,1.412
Telangana,maize,51.2,26.22,33.49,6.86,594.35,28.56,0.472,4.086
Meghalaya,cotton,71.09,42.63,65.9,7.09,893.97,29.92,0.533,1.94
Jharkhand,pulses,19.48,35.27,36.32,7.49,339.32,24.8,0.198,0.781
Punjab,sugarcane,134.51,69.34,92.6,6.62,1668.06,26.16,2.86,92.161
Punjab,cotton,71.39,45.93,66.79,6.71,937.6,26.05,0.69,1.478
Mizoram,maize,58.71,39.88,47.07,7.48,764.88,28.22,0.486,5.744
Himachal Pradesh,coffee,68.31,33.46,36.35,5.79,2175.08,20.81,0.378,1.386
Telangana,coffee,61.46,26.49,35.96,5.68,1362.48,19.14,0.748,1.824
Uttar Pradesh,coffee,40.71,39.41,41.29,5.83,2347.38,26.14,0.185,2.41
Jharkhand,cotton,78.68,50.5,58.34,6.98,1090.15,32.6,1.001,2.197
Madhya Pradesh,tea,46.7,32.68,33.28,5.51,1481.12,24.21,0.241,2.267
Rajasthan,wheat,84.06,49.02,38.57,7.13,686.22,21.19,0.583,4.462
West Bengal,pulses,28.01,41.44,34.23,6.29,786.47,21.25,0.155,1.869
Jharkhand,rice,78.84,39.76,33.2,5.37,1862.12,26.66,0.988,5.498
Punjab,tea,50.32,35.24,33.25,4.98,2674.14,22.1,0.896,3.808
Uttar Pradesh,millet,44.65,15.39,21.55,6.99,439.77,29.17,0.097,0.89
Assam,wheat,90.13,59.22,45.98,7.12,498.22,13.17,0.609,2.128
Uttar Pradesh,coffee,34.99,26.75,37.8,6.4,1994.38,27.74,0.385,1.344
Meghalaya,tomato,91.19,55.75,122.3,6.77,1051.76,26.67,1.876,42.579
Manipur,groundnut,46.5,35.45,71.27,6.35,405.48,28.6,0.24,1.332
Kerala,potato,145.98,57.87,118.96,6.19,1177.52,21.7,1.433,33.952
Goa,tea,36.44,22.75,59.27,4.8,3202.41,15.43,0.911,4.644
Chhattisgarh,pulses,38.52,21.47,37.25,7.17,362,25.58,0.134,0.786
Meghalaya,banana,169.29,92.72,312.43,6.17,2034.05,24.04,1.709,40.155
Bihar,groundnut,42.97,35.99,40.81,7.25,696.95,20.47,0.132,2.502
Manipur,rice,75.54,44.86,48.09,5.04,1320.9,23.77,1.476,4.181
Uttar Pradesh,coffee,49.45,33.22,35.77,5.86,2174.99,25.54,0.538,2.3
Jharkhand,groundnut,34.92,23.55,47.5,6.5,1165.39,22.49,0.459,3.088
Uttar Pradesh,mango,106.3,42.04,108.59,5.98,876.58,32.88,0.559,8.991
Tripura,potato,117.33,91.86,194.4,5.61,1175.35,18.21,1.52,33.783
Sikkim,sugarcane,159.16,83.17,81.69,6.29,1765.51,22.61,2.671,76.451
Mizoram,cotton,96,39.2,96.48,6.34,553.35,27.53,1.878,1.517
Chhattisgarh,coffee,34.44,24.59,65,6.2,1480.56,27.77,0.508,1.465
Arunachal Pradesh,pulses,12.49,48,37.34,7.3,346.73,21.04,0.132,0.542
Rajasthan,wheat,87.44,40.36,45.2,7.43,521.16,23.94,0.564,2.067
Jharkhand,potato,171.45,49.08,188.45,5.74,1176.09,14.07,0.665,44.576
Tripura,mango,97.08,21.5,77.64,7.28,853.94,35.05,0.416,8.333
Punjab,wheat,73.67,52.08,20.37,6.54,403.35,10.04,0.437,3.537
Tripura,groundnut,32.36,25.19,55.18,6.33,1098.04,30.56,0.656,1.469
Mizoram,sugarcane,132.64,65.07,97.2,7.13,1051.85,24.89,0.99,84.656
Meghalaya,tea,56.51,39.29,48.84,5.6,3197.76,20.03,0.763,2.587
Maharashtra,cotton,62.07,50.39,63.55,6.01,972.4,25.95,2.201,0.886
Goa,pulses,38.12,38.63,18.24,6.46,657.34,22.93,0.061,1.84
Chhattisgarh,maize,72.94,38.78,30.16,6.52,662.09,29,0.716,5.066
Meghalaya,mango,113.11,45.58,98.3,6.04,749.48,21.94,0.561,10.728
Manipur,wheat,73.12,44.94,30.91,7.57,496.54,10.56,0.534,2.907
Himachal Pradesh,potato,117.36,94.84,162.57,5.09,513.88,16.87,1.679,23.151
Manipur,pulses,37.5,43.33,23.88,7.33,328.59,28.47,0.235,1.081
Uttar Pradesh,mango,57.43,52.16,137.4,7.11,1354.08,20.92,0.878,15.715
Karnataka,cotton,64.39,47.47,73.41,7.28,928.68,33.54,1.47,1.831
Chhattisgarh,millet,22.22,25.7,29.03,7.95,419.7,25.33,0.082,0.917
Bihar,pulses,26.54,33.55,12.22,7,569.48,24.79,0.225,1.394
Uttar Pradesh,cotton,82.05,36.91,63.19,6.09,692.77,30.01,1.684,1.021
Maharashtra,tomato,98.68,79.71,109.1,5.66,1043.05,21.35,2.212,44.935
Maharashtra,banana,195.49,59.25,346.76,5.9,2060.81,30.96,1.376,53.175
Kerala,groundnut,40.38,28.4,58.28,6.14,1056.75,27.98,0.152,2.382
Madhya Pradesh,tomato,112.05,65.98,86.57,5.91,1042.44,23.95,2.479,60.197
Rajasthan,tea,43.8,33.22,53.96,5.97,2959.71,18.5,1.089,3.436
Rajasthan,potato,109.73,70.75,247.25,5.8,1308.34,23.12,0.344,28.325
Meghalaya,rice,91.68,31.68,47.52,6.56,976.02,25.76,1.152,3.66
Himachal Pradesh,groundnut,32.1,25.28,70.2,7.07,930.73,35.67,0.339,2.833
Rajasthan,banana,167.98,74.95,399.93,5.64,2000.59,30.36,0.561,47.232
Gujarat,soybean,34.55,51.03,47.39,7.46,452.03,26.48,0.548,2.558
Arunachal Pradesh,wheat,78.57,49.58,21.61,6.38,356.7,20.19,0.234,3.417
West Bengal,wheat,71.2,55.84,49,6.09,737.63,22.32,0.937,4.694
Arunachal Pradesh,groundnut,43.64,27.33,61.82,7.42,844.38,23.51,0.125,2.198
Karnataka,cotton,90.61,48.71,56.13,7.99,570.87,28.1,1.634,0.838
Karnataka,banana,241.69,96.38,389.61,5.96,1765.54,25.86,2.146,37.184
Madhya Pradesh,cotton,87.3,44.88,71.44,7.15,404.24,31.52,1.048,1.321
Arunachal Pradesh,mango,59.66,43.23,81.31,7.17,1553.73,24.92,0.885,25.864
Uttarakhand,potato,127.18,43.15,114.14,5.22,529.59,19.88,0.811,26.991
Haryana,maize,64.59,25.47,29.74,5.93,764.84,23.86,0.386,5.16
Rajasthan,wheat,92,36.34,42.84,7.37,484.87,18.12,0.71,3.835
Sikkim,rice,72.7,43.48,55.77,5.16,1153.59,24.41,0.527,5.936
Haryana,tomato,103.17,77.58,127.52,5.74,825.45,28.17,2.057,41.831
Telangana,maize,84.37,48.4,42.15,6.46,832.55,31.93,0.752,6.744
Sikkim,potato,105.81,62.85,212.51,6.43,792.79,9.92,1.514,16.547
Chhattisgarh,mango,109.11,35.7,98.43,6.23,1442.34,33.77,0.377,18.807
Bihar,maize,58.66,23.75,28.49,7.48,521.33,23.67,0.264,3.888
Mizoram,rice,73.22,54.18,47.15,6.21,918.45,32.17,0.652,5.481
Assam,groundnut,39.44,27.42,61.71,7.37,814.71,34.2,0.423,1.504
Himachal Pradesh,pulses,16.72,21.06,19.84,7.94,389.39,24.1,0.109,0.862
Andhra Pradesh,pulses,13.15,45.02,32.48,7.59,749.45,26.79,0.12,1.845
Haryana,millet,20.22,28.26,32.1,6.76,530.87,30.09,0.289,1.977
Kerala,wheat,64.1,59.2,33.77,6.62,596.98,24.26,0.612,4.131
Assam,rice,92.17,48.2,54.71,6.56,799.24,28.49,0.87,3.876
Andhra Pradesh,groundnut,40.85,25.74,77.02,6.34,713.86,31.27,0.487,2.415
Assam,mango,115.1,38.56,65.11,5.73,780.36,27.26,0.658,18.587
Bihar,potato,155.81,63.59,116.49,5.08,986.72,13.49,1.427,28.361
Uttarakhand,sugarcane,120.47,77.71,125.18,7.28,993.65,30.08,2.246,78.025
Arunachal Pradesh,rice,81.02,48,35.21,5.24,1132.87,25.42,0.704,4.808
Kerala,potato,147.94,40.02,220.53,5.15,859.56,23.64,0.742,28.473
Mizoram,pulses,28.04,43.11,16.63,6.08,506.64,29.94,0.159,1.523
Haryana,coffee,68.91,27.29,49.55,5.88,2636.71,20.43,1.093,1.549
Rajasthan,cotton,79.54,56.31,86.13,6.17,602.85,31.63,0.618,1.494
Bihar,rice,101.25,31.14,56.89,5.3,785.59,25.95,0.894,4.496
Odisha,tea,43.08,33.37,51.9,5.67,2104.55,19.8,0.937,2.297
Karnataka,wheat,75.35,40.17,46.6,7,265.05,21.09,0.507,2.011
Haryana,cotton,86.71,46.56,55.8,6.38,536.51,33.77,1.264,1.486
Maharashtra,cotton,72.91,33.59,77.79,6.38,510.96,31.82,1.507,0.967
Mizoram,cotton,69.79,48.79,81.35,6.42,1008.62,28.35,1.497,1.424
Gujarat,sugarcane,142.38,63.2,86.09,6.02,1062.69,23.26,2.416,78.395
Madhya Pradesh,sugarcane,129.19,82.16,106.21,6.91,1272.47,22.84,1.351,74.804
Meghalaya,coffee,33.41,33.61,57.75,6,1979.91,22.05,0.956,1.313
Tamil Nadu,groundnut,48.77,20.44,69.6,5.68,707.55,20.75,0.265,2.129
West Bengal,banana,231.79,52.35,374.35,6.09,1069.47,29.76,2.019,22.549
Punjab,banana,190.56,85.67,296.83,6.47,1915.05,29.52,0.515,42.756
Maharashtra,soybean,49.45,33.15,32.7,7.05,580.49,24.9,0.414,1.781
West Bengal,potato,123.81,83.88,248.96,5.2,1351.66,21.24,1.315,16.197
Tamil Nadu,pulses,22.88,41.49,30.2,6.2,511.18,22.26,0.115,0.993
Tamil Nadu,maize,88.03,26.88,36.62,6.87,723.19,21.1,0.281,4.956
Andhra Pradesh,tea,55.59,32.45,58.2,5.6,2469.22,19.48,0.441,2.3
Maharashtra,mango,113.25,30.89,103.55,7.3,934.88,24.91,0.38,17.908
Chhattisgarh,maize,84.68,22.86,21.86,5.88,784.4,26.24,0.212,3.5
Bihar,wheat,97.89,33.17,30.33,6.27,322.59,23.8,0.915,3.387
Jharkhand,potato,184.13,41.04,223.36,6.02,695.39,24.66,1.341,20.403
Meghalaya,maize,76.63,44.27,48.83,6.84,851.2,30.05,0.74,5.273
Madhya Pradesh,mango,81.87,48.98,120.14,6.02,1258.61,28.08,0.808,28.767
Manipur,potato,153.4,62.9,213.59,5.59,1338.08,20.96,0.489,43.6
Maharashtra,soybean,54.82,31.74,23.17,6.33,453.05,24.66,0.172,1.007
Andhra Pradesh,millet,39.03,28.66,19.11,7.12,220.82,27.44,0.312,1.121
Maharashtra,soybean,30.11,36.52,29.48,6.64,608.98,22.16,0.458,2.283
Odisha,wheat,62.03,33.68,40.97,6.64,541.59,15.29,0.616,3.237
Punjab,wheat,93.27,59.52,36.96,7.9,505.07,10.36,0.52,2.245
Punjab,rice,87.53,51.29,55.87,6.1,1343.47,23.46,1.185,3.862
Nagaland,potato,120.45,50.82,102.88,5.86,775.65,25.13,0.348,34.568
Mizoram,pulses,15.1,36.15,11.88,6.16,520.42,23.72,0.119,1.634
Odisha,coffee,69.19,29.28,46.96,5.98,1193.11,22.98,0.927,0.79
Uttar Pradesh,groundnut,29.83,28.94,67.77,7.47,861.9,21.84,0.364,0.982
Sikkim,millet,29.97,21.04,33.81,6.97,548.85,30.57,0.185,2.414
Telangana,rice,77.68,54.05,38.6,6.31,1598.49,28.89,1.102,5.741
Gujarat,tomato,83.86,51.86,126.81,5.96,1008.62,23.92,2.768,40.949
Tripura,soybean,36.5,38.65,35.97,6.39,681.12,22.86,0.499,2.935
Uttarakhand,tea,33.76,28.98,58.52,5.08,3371.85,19.92,0.456,2.764
Tamil Nadu,tomato,116.97,58.84,138.91,6.41,1111.45,19.12,1.855,25.653
Tripura,rice,90.42,50.93,42.74,6.14,1827.18,27.28,0.931,5.987
Arunachal Pradesh,cotton,82.3,34.98,82.13,6.68,809.75,26.55,1.263,1.517
Maharashtra,pulses,36.78,24.44,30.33,7.68,381.27,19.11,0.068,0.774
Kerala,rice,104.52,32.14,37.1,5.8,1728.44,26.28,1.319,6.875
Meghalaya,banana,240.85,91.72,384.12,6.47,1711.52,25.74,0.771,36.75
Gujarat,potato,144.35,99.79,181.37,6.11,909.4,23.5,1.163,17.901
Meghalaya,coffee,48.65,35.83,50.98,6.1,2624.74,20.77,0.759,1.601
Meghalaya,soybean,20.13,39.44,37.38,6.79,676.52,25.28,0.451,2.067
Mizoram,tea,51.53,22.93,37.32,4.56,2527.1,21.88,0.98,2.363
West Bengal,mango,107.22,22.23,84.96,5.76,1218.61,29.91,0.947,23.068
Kerala,sugarcane,177.23,52.42,86.79,7.35,1450.77,28.34,1.271,98.617
Telangana,potato,131.97,45.83,111.59,5.21,1143.6,17.51,0.912,21.559
Assam,banana,185.55,47.91,255.71,5.76,1715.15,22.02,0.975,52.633
West Bengal,maize,73.21,34.06,42.88,6.04,626.74,30.7,0.177,3.706
Kerala,mango,57.27,43.81,86.44,5.51,1276.05,25.93,0.914,25.808
Arunachal Pradesh,mango,114.71,43.25,141.18,5.66,1166.81,22.73,0.863,18.695
Goa,potato,136.6,92.22,158.09,5.31,920.42,12.08,0.667,19.805
Chhattisgarh,sugarcane,169.16,75.85,106.12,6.4,1425.03,24.13,0.846,64.011
Bihar,soybean,49.76,43.53,26.84,7.24,647.45,26.25,0.379,1.842
West Bengal,sugarcane,137.52,83.35,89.56,7.1,1190.32,24.13,2.081,56.274
Goa,soybean,38.19,32.57,33.89,7.15,927.66,20.72,0.159,2.377
Goa,tomato,113.86,71.62,105.81,6.22,782.07,23.66,1.887,45.208
Assam,banana,212.49,50.59,254.77,6.05,1307,28.72,2.018,33.269
Karnataka,potato,102.31,55.9,152.75,5.09,765.8,13.94,1.161,13.944
Tamil Nadu,cotton,78.39,51.05,53.41,7.89,944.38,29.84,1.516,2.23
Telangana,soybean,42.6,31.11,34.72,6.48,678.05,24.93,0.291,1.854
Gujarat,sugarcane,130.45,87.3,92.06,7.17,1341.26,21.27,1.222,69.788
Odisha,tea,57.39,20.36,45.73,5.09,1694.12,17.81,0.976,2.331
West Bengal,coffee,67.21,38.93,61.3,6.3,1954.76,23.34,0.596,2.426
Rajasthan,potato,159.02,51.4,179.77,6.37,1204.24,15.7,0.472,25.758
Mizoram,cotton,60.48,32.02,51.02,7.01,797.13,28.12,0.695,1.509
Arunachal Pradesh,rice,108.33,57.06,45.98,5.61,1286.32,32.61,0.531,6.051
Madhya Pradesh,coffee,35.89,47.74,35.56,5.91,1386.4,26.83,0.467,2.222
Madhya Pradesh,mango,78.41,51.01,56.85,5.57,951.89,27.69,1.09,10.486
Karnataka,groundnut,27.51,29.38,41.62,6.63,855.67,21.76,0.229,2.55
Mizoram,rice,100.45,59.7,37.9,6.09,1145.36,23.12,1.466,6.166
West Bengal,maize,79.6,24.72,36.35,6.72,737,23.21,0.186,4.64
Himachal Pradesh,tea,49.26,29.28,44.6,5.35,4359.1,17.98,1.095,4.1
Uttarakhand,soybean,44.82,54.72,32.76,6.98,455.74,25.04,0.166,1.804
Madhya Pradesh,soybean,53.64,41.94,49.59,6.98,536.49,21.49,0.589,2.194
Andhra Pradesh,millet,24.14,26.05,24.29,7.42,429.41,31.91,0.111,2.165
Kerala,tea,58.21,22.9,43.75,4.59,3600.16,22.75,0.43,2.961
Punjab,mango,66.72,55.67,81.32,6.12,806.13,31.62,0.433,13.713
Bihar,mango,94.23,58.46,117.23,6.4,984.32,20.8,0.282,15.66
Gujarat,mango,67.52,57.92,122.96,5.7,1045.39,32.19,0.327,22.189
Maharashtra,mango,86.63,47.54,97.14,6.34,1016.05,30.88,0.504,18.01
Nagaland,mango,84.32,36.79,73.1,6.65,1205.58,27.95,1.077,16.873
Kerala,pulses,18.33,25.14,21.69,7.72,678.7,29.71,0.033,1.055
Andhra Pradesh,tea,53.25,31.36,32.88,4.87,1507.73,19.21,0.381,2.943
Rajasthan,soybean,39.33,58.73,37.29,6.76,464.03,20.73,0.315,2.465
Chhattisgarh,tea,37.52,28.75,31.49,5.86,3219.3,24.95,0.852,2.943
Telangana,tea,49.89,33.9,41.95,4.8,3756.5,15.71,0.777,4.497
Tripura,banana,154.77,80.75,250.08,6.62,1507.11,31.71,1.351,51.988
Punjab,rice,76.25,41.37,53.35,6.79,1346.12,32.27,1.291,4.972
Arunachal Pradesh,maize,72.78,29.62,29.18,6.4,526.3,25.69,0.743,3.414
Manipur,mango,83.35,20.29,84.29,6.63,1491.44,26.55,0.748,27.464
Odisha,tomato,143.52,50.39,141.7,5.99,637.65,24.15,2.072,34.708
Telangana,sugarcane,128.84,64.46,83.29,7.39,1793.55,21.59,0.877,117.793
Tamil Nadu,tomato,97.83,51.83,157.73,5.92,833.3,20.59,1.515,28.146
Goa,groundnut,29.57,32.13,54.24,5.91,499.22,25.81,0.561,2.46
Tripura,groundnut,44.35,37.32,76.44,5.83,920.67,31.3,0.469,2.308
Uttarakhand,rice,73.14,40.3,39.1,5.23,1366.97,25.04,0.494,4.004
Rajasthan,potato,192.42,93.24,128.56,6.43,870.05,15.74,0.345,21.23
Kerala,tea,40.05,37.14,34.58,5.62,2106.37,20.65,0.941,1.878
Himachal Pradesh,potato,103.65,41.48,225.97,5.11,1148.05,18.58,0.928,20.669
Mizoram,soybean,40.49,43.04,43.38,7.02,903.52,29.01,0.513,1.177
Manipur,groundnut,30.44,39.5,50.89,5.58,625.73,26.63,0.505,2.377
Karnataka,pulses,39.93,46.24,12.56,7.49,418.2,24.4,0.055,1.047
Meghalaya,rice,86.04,41.77,51.94,5.9,1310.23,26.39,0.392,3.295
Madhya Pradesh,pulses,24.22,39.98,12.65,6.12,384.71,28.39,0.133,1.26
Karnataka,tomato,146.08,78.13,135.62,6.58,1300.87,28.39,1.869,26.754
Uttarakhand,coffee,68.34,26.52,61.88,5.99,3409.1,19.61,0.29,2.896
West Bengal,tomato,114.09,74.84,154.36,6.43,863.13,28.88,1.125,35.094
Haryana,rice,71.29,51.32,44.3,6.96,1336.8,31.73,0.569,5.012
Uttarakhand,tea,34.26,35.16,58.41,5.56,3806.64,19,0.431,3.982
Tripura,tea,34.09,38.15,36.38,5.68,1985.21,16.11,0.509,2.034
Sikkim,groundnut,42.12,30.21,53.06,5.75,782.2,24.85,0.485,2.256
Manipur,tomato,136.72,44.62,115.08,5.78,1222.61,26.29,3.615,63.408
Goa,groundnut,44.46,33.11,56.22,6.73,608.32,28.56,0.323,1.594
Odisha,pulses,10.63,45.38,13.46,7.87,658.15,22.15,0.182,0.707
Tamil Nadu,tomato,101.8,72.66,84.22,5.73,896.44,20.19,0.68,53.922
Chhattisgarh,cotton,75.09,34.91,54.78,7.75,503.37,31.77,1.169,1.223
Kerala,cotton,65.27,57.8,81.94,6.51,803.13,25.3,0.789,1.711
Arunachal Pradesh,potato,176.1,54.34,166.04,5.5,1452.92,11.64,0.66,24.876
Karnataka,rice,79.68,32.19,54.42,6.5,869.12,29.5,1.462,4.631
Uttar Pradesh,millet,38.34,27.35,16.47,7.52,402.8,25.73,0.092,1.079
Kerala,tomato,131.29,53.71,83.17,5.9,1128.75,27.98,1.355,45.241
Arunachal Pradesh,mango,89.85,52.33,131.01,6.08,1039.94,28.54,0.388,21.171
Gujarat,mango,92.1,26.62,139.7,7.26,1164.23,26.96,0.698,17.024
Mizoram,groundnut,46.58,27.35,78.45,7.02,784.07,33.73,0.36,2.571
Haryana,mango,56.85,22.73,72.43,5.9,832.15,28,0.538,12.172
Assam,cotton,78.74,37.36,69.81,6.39,655.71,28.22,1.264,1.559
Andhra Pradesh,cotton,83.08,52.07,80.36,7.88,658.18,32.18,1.35,1.738
Uttar Pradesh,sugarcane,177.87,64.68,116.33,7.16,1053.23,24.57,0.996,61.447
Andhra Pradesh,soybean,44.22,58.83,39.24,7.3,792.74,24.22,0.676,2.932
Rajasthan,coffee,65.57,21.48,39.33,6.21,3330.52,25.16,0.654,2.117
Nagaland,pulses,26.78,44.28,23.56,7.7,486.47,19.83,0.174,1.047
Rajasthan,coffee,54.6,27.09,48.81,5.85,1763.1,19.75,1.095,1.291
Chhattisgarh,mango,73.1,41.56,99.84,6.43,978.4,25.7,0.975,20.91
Assam,soybean,53.49,36.52,33.05,6.2,464.42,26.43,0.389,2.047
Tamil Nadu,tea,49.45,22.16,52.08,5.34,3458.76,23.17,0.573,3.174
Arunachal Pradesh,tomato,119.74,72.91,84.77,6.34,986.37,26.34,3.039,39.569
Odisha,wheat,75.93,38.9,20.98,7.65,740.41,21.39,0.23,3.604
Nagaland,coffee,60.19,40.25,45,5.59,1119.29,28.05,0.431,1.483
Karnataka,wheat,65.46,59.46,49.51,6.12,523.08,15.81,0.371,2.66
Kerala,tomato,131.87,56.54,144.73,5.51,858.49,24.91,2.563,65.704
Karnataka,tomato,142.96,61.24,123.79,5.97,1367.26,22.19,1.103,59.846
Goa,coffee,51.84,40.55,55.98,5.8,3186.94,27.18,0.637,1.794
Goa,rice,98.19,50.2,37.33,6.28,1417.62,32.26,0.594,5.134
Assam,wheat,64.55,35.43,21.25,6.9,404.9,23.43,0.835,3.116
Telangana,millet,36.3,16.58,17.89,7.93,628.1,34.38,0.278,1.557
West Bengal,potato,125.96,67.38,178.5,5.02,1531.08,22.49,0.928,26.146
Manipur,tea,57.75,26.46,52.91,5.39,4114.34,19.39,0.846,3.219
Andhra Pradesh,banana,165.48,98.59,251.02,5.86,1522.29,28.65,1.963,37.205
Jharkhand,pulses,38.2,42.09,37.71,7.34,666.01,18.28,0.171,0.953
Sikkim,soybean,24.72,42.34,29.83,6.81,700.65,28.64,0.403,1.552
Arunachal Pradesh,coffee,65.62,40.84,30.91,6.05,1649.47,19.02,0.699,0.712
Tripura,rice,107.59,35.59,32.19,6.96,1094.21,29.46,1.399,2.525
Arunachal Pradesh,banana,151.18,46.56,354.34,6.91,2554.07,31.39,1.399,31.983
Andhra Pradesh,rice,101.83,41.66,41.88,5.43,1651.81,24.51,1.778,6.988
Goa,millet,27.86,16.46,33.21,7.09,389.98,31.36,0.331,1.682
Manipur,wheat,83.83,48.11,41.52,7.74,382.66,22.78,0.295,3.806
Tamil Nadu,wheat,86.91,42.79,26.16,6.36,473.65,22.84,0.257,2.157
Punjab,soybean,26.91,40.35,40.54,6.26,624.01,24.53,0.603,2.774
Arunachal Pradesh,groundnut,36.23,28.93,50.81,7.45,412.33,30.58,0.312,0.855
Haryana,mango,67.15,56.7,94.4,7.48,1670.93,24.42,0.77,12.786
Punjab,coffee,58.28,23.35,36.13,5.96,1137.25,22.1,0.488,0.943
Nagaland,tomato,119.66,72,83.61,5.86,1378.59,23.76,2.778,56.125
Tripura,potato,183.99,61.67,243.5,6.11,1113.69,12.72,1.699,19.185
Meghalaya,tea,59.2,25.08,50.55,4.71,3729.21,17.36,0.382,2.532
Mizoram,millet,49.01,20.27,10.97,6.07,458.42,31.15,0.113,1.01
Tripura,maize,51.4,33.05,32.27,7.05,748.77,22.67,0.358,2.887
Arunachal Pradesh,rice,76.04,44.49,50.51,5.1,1048.43,29.06,0.793,4.883
Meghalaya,groundnut,47.32,31.69,55.82,7.29,757.88,27.18,0.361,2.677
Arunachal Pradesh,millet,45.06,19.72,14.51,7.63,627.04,35.61,0.218,1.987
Himachal Pradesh,maize,73.02,22.03,27.47,5.93,659.18,30.7,0.709,2.759
Uttarakhand,pulses,14.03,42.7,22.53,7.43,629.88,23.93,0.075,0.626
Uttarakhand,millet,38.26,29.75,28.37,7.44,618.09,30.39,0.149,1.098
Himachal Pradesh,millet,27.32,16.51,13.6,7.46,567.2,30.78,0.106,2.565
Mizoram,mango,82.21,55.13,90.74,6.54,702.33,30.39,0.639,11.47
Maharashtra,pulses,21.27,27.89,38.72,6.88,758.58,29.31,0.024,0.858
Uttar Pradesh,cotton,99.67,44.07,65.04,6.79,464.2,33.08,2.426,0.939
Jharkhand,sugarcane,154.26,52.82,125.29,6.76,1709.98,22.35,3.21,77.926
Karnataka,coffee,33.52,32.3,40.88,6.32,2789.91,22.4,0.539,1.927
Kerala,rice,76.23,31.12,45.59,5.58,871.03,24.54,0.818,2.583
Tripura,cotton,96.14,50.68,66.2,7.01,734.15,34.86,2.149,0.912
Chhattisgarh,coffee,37.98,21.83,60.45,6.28,2950.73,24.54,0.926,1.801
Maharashtra,pulses,17.57,28.42,20.07,6.96,609.41,28.72,0.032,0.59
Chhattisgarh,rice,100.15,48.9,41.22,5.59,1306.63,26,1.119,5.513
Assam,cotton,87.5,58.16,99.43,6.1,577.08,27.76,1.829,1.79
Karnataka,sugarcane,138.84,50.18,102.39,7.16,1460.36,24.44,2.089,68.118
Goa,banana,194.7,65.49,224.03,6.88,1991.23,23.9,1.051,41.057
Meghalaya,soybean,56.15,52.48,36.38,6.56,591.54,22.77,0.265,2.55
Tamil Nadu,cotton,71.56,31.79,56,6.84,869.43,32.91,2.01,0.786
Uttar Pradesh,rice,85.4,57.99,44.12,6.1,863.8,22.5,1.745,3.817
Mizoram,banana,174.88,80.73,216.97,6.78,2078.7,27.12,0.631,57.136
